accelerator,model,tier,policy,workload,status,mean_ttft_ms,mean_tpot_ms,mean_latency_ms,p99_ttft_ms,p99_tpot_ms,num_requests,generated_tokens_total,mean_stall_ms_per_request,shadow_hit_rate,evict_npu_to_cpu_bytes,evict_npu_to_cxl_bytes,load_cpu_to_npu_bytes,load_cxl_to_npu_bytes,evicpress_compression_events,evicpress_compressed_bytes_saved,evicpress_ratio_sum,harp_prefetch_bytes_total,harp_prefetch_bytes_progress,harp_prefetch_overlap_bytes,harp_stall_time_ns,harp_stall_events,harp_shadow_hit_tokens,harp_decode_tokens_total,harp_shadow_ratio_sum,harp_shadow_ratio_events,tier_transition_bytes_total,tier_transition_mb_total,evicpress_avg_ratio,stall_overlap_ratio,harp_avg_shadow_ratio,transition_mb_per_generated_token
A6000,llama8b,cpu_dram,dynmax,sharegpt_1500,ok,172977.572575172,42.236138956,184069.21231589065,370284.14031434,73.82772223999999,1500.0,417737.0,0.0,0.0,44103106560.0,0.0,44006637568.0,0.0,0.0,0.0,0.0,44103106560.0,44006637568.0,0.0,0.0,0.0,0.0,416237.0,427.0,427.0,88109744128.0,84028.0,1.0,0.0,1.0,0.20115048463506943
